frame_name,reference_name,best_variant,coarse_score,coarse_margin,fine_score,fine_margin,left,top,right,bottom,detected
frame_000000.jpg,Referans_Nesne_01.JPG,edge,0.26410365104675293,0.08486996591091156,0.22655880451202393,0.22655880451202393,0,360,320,540,1
frame_000000.jpg,Referans_Nesne_02.JPG,edge,0.35602596402168274,0.16712689399719238,0.3072431683540344,0.3072431683540344,0,0,320,180,1
frame_000000.jpg,Referans_Nesne_03.JPG,zoom_crop,0.2345450222492218,0.017890945076942444,0.3064090609550476,0.3064090609550476,320,180,640,360,1
frame_000000.jpg,Referans_Nesne_04.JPG,rot_p15,0.4085312783718109,0.04908400774002075,0.3525618314743042,0.3525618314743042,0,180,320,360,1
frame_000000.jpg,Referans_Nesne_05.jpg,zoom_crop,0.2292078137397766,0.014106273651123047,0.17986561357975006,0.17986561357975006,0,0,320,180,1
frame_000000.jpg,Referans_Nesne_06.jpg,rot_m15,0.2679591476917267,0.002539128065109253,,,,,,,0
frame_000001.jpg,Referans_Nesne_01.JPG,edge,0.2494373470544815,0.07444271445274353,0.2245391607284546,0.2245391607284546,0,360,320,540,1
frame_000001.jpg,Referans_Nesne_02.JPG,edge,0.3580546975135803,0.1630401462316513,0.3217294216156006,0.3217294216156006,0,0,320,180,1
frame_000001.jpg,Referans_Nesne_03.JPG,zoom_crop,0.2320231944322586,0.01647639274597168,0.30342280864715576,0.30342280864715576,320,180,640,360,1
frame_000001.jpg,Referans_Nesne_04.JPG,rot_p15,0.4111976623535156,0.05244067311286926,0.35242366790771484,0.35242366790771484,0,180,320,360,1
frame_000001.jpg,Referans_Nesne_05.jpg,zoom_crop,0.23093676567077637,0.004420250654220581,,,,,,,0
frame_000001.jpg,Referans_Nesne_06.jpg,rot_m15,0.28348514437675476,0.015050143003463745,0.3051779866218567,0.3051779866218567,0,360,320,540,1
frame_000002.jpg,Referans_Nesne_01.JPG,edge,0.24459299445152283,0.07104574143886566,0.23168827593326569,0.23168827593326569,0,360,320,540,1
frame_000002.jpg,Referans_Nesne_02.JPG,edge,0.3465762138366699,0.14863254129886627,0.3207923471927643,0.3207923471927643,0,0,320,180,1
frame_000002.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23194408416748047,0.010827705264091492,0.30721014738082886,0.30721014738082886,320,180,640,360,1
frame_000002.jpg,Referans_Nesne_04.JPG,rot_p15,0.43000221252441406,0.052536606788635254,0.34715735912323,0.34715735912323,0,180,320,360,1
frame_000002.jpg,Referans_Nesne_05.jpg,zoom_crop,0.20923148095607758,0.0028507858514785767,,,,,,,0
frame_000002.jpg,Referans_Nesne_06.jpg,rot_m15,0.2844160795211792,0.012012600898742676,0.3015880882740021,0.3015880882740021,0,360,320,540,1
frame_000003.jpg,Referans_Nesne_01.JPG,edge,0.2619747519493103,0.09313882887363434,0.23587340116500854,0.23587340116500854,0,360,320,540,1
frame_000003.jpg,Referans_Nesne_02.JPG,edge,0.3428478240966797,0.1530398428440094,0.30905458331108093,0.30905458331108093,0,0,320,180,1
frame_000003.jpg,Referans_Nesne_03.JPG,edge,0.2279624342918396,0.0025769472122192383,,,,,,,0
frame_000003.jpg,Referans_Nesne_04.JPG,rot_p15,0.41727301478385925,0.05140119791030884,0.34101754426956177,0.34101754426956177,0,180,320,360,1
frame_000003.jpg,Referans_Nesne_05.jpg,edge,0.21042245626449585,0.001148313283920288,,,,,,,0
frame_000003.jpg,Referans_Nesne_06.jpg,rot_m15,0.2596401870250702,0.007974386215209961,,,,,,,0
frame_000004.jpg,Referans_Nesne_01.JPG,edge,0.2516612410545349,0.0725729912519455,0.1988152265548706,0.1988152265548706,0,360,320,540,1
frame_000004.jpg,Referans_Nesne_02.JPG,edge,0.35015445947647095,0.14855000376701355,0.33337873220443726,0.33337873220443726,0,0,320,180,1
frame_000004.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23811008036136627,0.015394821763038635,0.3017679452896118,0.3017679452896118,320,180,640,360,1
frame_000004.jpg,Referans_Nesne_04.JPG,rot_p15,0.41856494545936584,0.04282835125923157,0.35525262355804443,0.35525262355804443,0,180,320,360,1
frame_000004.jpg,Referans_Nesne_05.jpg,zoom_crop,0.21113424003124237,0.004408225417137146,,,,,,,0
frame_000004.jpg,Referans_Nesne_06.jpg,rot_p15,0.2844351530075073,0.001437157392501831,,,,,,,0
frame_000005.jpg,Referans_Nesne_01.JPG,edge,0.26395922899246216,0.09047642350196838,0.18342578411102295,0.18342578411102295,0,360,320,540,1
frame_000005.jpg,Referans_Nesne_02.JPG,edge,0.3529856204986572,0.14821632206439972,0.27754753828048706,0.27754753828048706,0,180,320,360,1
frame_000005.jpg,Referans_Nesne_03.JPG,zoom_crop,0.24298882484436035,0.02052469551563263,0.26745808124542236,0.26745808124542236,320,180,640,360,1
frame_000005.jpg,Referans_Nesne_04.JPG,rot_p15,0.430213987827301,0.03967177867889404,0.34766390919685364,0.34766390919685364,0,180,320,360,1
frame_000005.jpg,Referans_Nesne_05.jpg,zoom_crop,0.19464200735092163,0.004719153046607971,,,,,,,0
frame_000005.jpg,Referans_Nesne_06.jpg,rot_m15,0.28408491611480713,0.0027526021003723145,,,,,,,0
frame_000006.jpg,Referans_Nesne_01.JPG,edge,0.28812772035598755,0.10733641684055328,0.17525899410247803,0.17525899410247803,0,360,320,540,1
frame_000006.jpg,Referans_Nesne_02.JPG,edge,0.3480467200279236,0.13401487469673157,0.25213465094566345,0.25213465094566345,0,180,320,360,1
frame_000006.jpg,Referans_Nesne_03.JPG,zoom_crop,0.24912112951278687,0.01924288272857666,0.2764386534690857,0.2764386534690857,320,180,640,360,1
frame_000006.jpg,Referans_Nesne_04.JPG,rot_p15,0.422006756067276,0.03498426079750061,0.30604249238967896,0.30604249238967896,0,180,320,360,1
frame_000006.jpg,Referans_Nesne_05.jpg,zoom_crop,0.203758105635643,0.009276196360588074,,,,,,,0
frame_000006.jpg,Referans_Nesne_06.jpg,rot_m15,0.28878384828567505,0.009354114532470703,,,,,,,0
frame_000007.jpg,Referans_Nesne_01.JPG,edge,0.2684958875179291,0.09121473133563995,0.17117515206336975,0.17117515206336975,0,360,320,540,1
frame_000007.jpg,Referans_Nesne_02.JPG,edge,0.3355962932109833,0.13289760053157806,0.26684999465942383,0.26684999465942383,0,180,320,360,1
frame_000007.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23278458416461945,0.004348546266555786,,,,,,,0
frame_000007.jpg,Referans_Nesne_04.JPG,rot_p15,0.40824413299560547,0.036735475063323975,0.33768996596336365,0.33768996596336365,0,180,320,360,1
frame_000007.jpg,Referans_Nesne_05.jpg,zoom_crop,0.17714440822601318,0.010474920272827148,0.13248316943645477,0.13248316943645477,0,0,320,180,0
frame_000007.jpg,Referans_Nesne_06.jpg,rot_m15,0.2636686861515045,0.0030104517936706543,,,,,,,0
