frame_name,reference_name,best_variant,coarse_score,coarse_margin,fine_score,fine_margin,left,top,right,bottom,lightglue_matches,match_ratio,ref_keypoints,cand_keypoints,detected
frame_000000.jpg,Referans_Nesne_01.JPG,edge,0.26410365104675293,0.08486996591091156,0.22655880451202393,0.22655880451202393,0,360,320,540,36,0.03515625,1024,1024,0
frame_000000.jpg,Referans_Nesne_02.JPG,edge,0.35602596402168274,0.16712689399719238,0.3072431683540344,0.3072431683540344,0,0,320,180,25,0.0244140625,1024,1024,0
frame_000000.jpg,Referans_Nesne_03.JPG,zoom_crop,0.2345450222492218,0.017890945076942444,,,,,,,0,0.0244140625,0,0,0
frame_000000.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000000.jpg,Referans_Nesne_05.jpg,zoom_crop,0.2292078137397766,0.014106273651123047,,,,,,,0,0.0244140625,0,0,0
frame_000000.jpg,Referans_Nesne_06.jpg,rot_m15,0.2679591476917267,0.002539128065109253,,,,,,,0,0.0244140625,0,0,0
frame_000001.jpg,Referans_Nesne_01.JPG,edge,0.2494373470544815,0.07444271445274353,0.2245391607284546,0.2245391607284546,0,360,320,540,33,0.0322265625,1024,1024,0
frame_000001.jpg,Referans_Nesne_02.JPG,edge,0.3580546975135803,0.1630401462316513,0.3217294216156006,0.3217294216156006,0,0,320,180,18,0.017578125,1024,1024,0
frame_000001.jpg,Referans_Nesne_03.JPG,zoom_crop,0.2320231944322586,0.01647639274597168,,,,,,,0,0.017578125,0,0,0
frame_000001.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000001.jpg,Referans_Nesne_05.jpg,zoom_crop,0.23093676567077637,0.004420250654220581,,,,,,,0,0.017578125,0,0,0
frame_000001.jpg,Referans_Nesne_06.jpg,rot_m15,0.28348514437675476,0.015050143003463745,,,,,,,0,0.017578125,0,0,0
frame_000002.jpg,Referans_Nesne_01.JPG,edge,0.24459299445152283,0.07104574143886566,0.23168827593326569,0.23168827593326569,0,360,320,540,36,0.03515625,1024,1024,0
frame_000002.jpg,Referans_Nesne_02.JPG,edge,0.3465762138366699,0.14863254129886627,0.3207923471927643,0.3207923471927643,0,0,320,180,14,0.013671875,1024,1024,0
frame_000002.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23194408416748047,0.010827705264091492,,,,,,,0,0.013671875,0,0,0
frame_000002.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000002.jpg,Referans_Nesne_05.jpg,zoom_crop,0.20923148095607758,0.0028507858514785767,,,,,,,0,0.013671875,0,0,0
frame_000002.jpg,Referans_Nesne_06.jpg,rot_m15,0.2844160795211792,0.012012600898742676,,,,,,,0,0.013671875,0,0,0
frame_000003.jpg,Referans_Nesne_01.JPG,edge,0.2619747519493103,0.09313882887363434,0.23587340116500854,0.23587340116500854,0,360,320,540,28,0.02734375,1024,1024,0
frame_000003.jpg,Referans_Nesne_02.JPG,edge,0.3428478240966797,0.1530398428440094,0.30905458331108093,0.30905458331108093,0,0,320,180,30,0.029296875,1024,1024,0
frame_000003.jpg,Referans_Nesne_03.JPG,edge,0.2279624342918396,0.0025769472122192383,,,,,,,0,0.029296875,0,0,0
frame_000003.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000003.jpg,Referans_Nesne_05.jpg,edge,0.21042245626449585,0.001148313283920288,,,,,,,0,0.029296875,0,0,0
frame_000003.jpg,Referans_Nesne_06.jpg,rot_m15,0.2596401870250702,0.007974386215209961,,,,,,,0,0.029296875,0,0,0
frame_000004.jpg,Referans_Nesne_01.JPG,edge,0.2516612410545349,0.0725729912519455,0.1988152265548706,0.1988152265548706,0,360,320,540,0,0.029296875,0,0,0
frame_000004.jpg,Referans_Nesne_02.JPG,edge,0.35015445947647095,0.14855000376701355,0.33337873220443726,0.33337873220443726,0,0,320,180,22,0.021484375,1024,1024,0
frame_000004.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23811008036136627,0.015394821763038635,,,,,,,0,0.021484375,0,0,0
frame_000004.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000004.jpg,Referans_Nesne_05.jpg,zoom_crop,0.21113424003124237,0.004408225417137146,,,,,,,0,0.021484375,0,0,0
frame_000004.jpg,Referans_Nesne_06.jpg,rot_p15,0.2844351530075073,0.001437157392501831,,,,,,,0,0.021484375,0,0,0
frame_000005.jpg,Referans_Nesne_01.JPG,edge,0.26395922899246216,0.09047642350196838,0.18342578411102295,0.18342578411102295,0,360,320,540,0,0.021484375,0,0,0
frame_000005.jpg,Referans_Nesne_02.JPG,edge,0.3529856204986572,0.14821632206439972,0.27754753828048706,0.27754753828048706,0,180,320,360,21,0.0205078125,1024,1024,0
frame_000005.jpg,Referans_Nesne_03.JPG,zoom_crop,0.24298882484436035,0.02052469551563263,0.26745808124542236,0.26745808124542236,320,180,640,360,24,0.0234375,1024,1024,0
frame_000005.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000005.jpg,Referans_Nesne_05.jpg,zoom_crop,0.19464200735092163,0.004719153046607971,,,,,,,0,0.0234375,0,0,0
frame_000005.jpg,Referans_Nesne_06.jpg,rot_m15,0.28408491611480713,0.0027526021003723145,,,,,,,0,0.0234375,0,0,0
frame_000006.jpg,Referans_Nesne_01.JPG,edge,0.28812772035598755,0.10733641684055328,0.17525899410247803,0.17525899410247803,0,360,320,540,0,0.0234375,0,0,0
frame_000006.jpg,Referans_Nesne_02.JPG,edge,0.3480467200279236,0.13401487469673157,0.25213465094566345,0.25213465094566345,0,180,320,360,15,0.0146484375,1024,1024,0
frame_000006.jpg,Referans_Nesne_03.JPG,zoom_crop,0.24912112951278687,0.01924288272857666,,,,,,,0,0.0146484375,0,0,0
frame_000006.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000006.jpg,Referans_Nesne_05.jpg,zoom_crop,0.203758105635643,0.009276196360588074,,,,,,,0,0.0146484375,0,0,0
frame_000006.jpg,Referans_Nesne_06.jpg,rot_m15,0.28878384828567505,0.009354114532470703,,,,,,,0,0.0146484375,0,0,0
frame_000007.jpg,Referans_Nesne_01.JPG,edge,0.2684958875179291,0.09121473133563995,0.17117515206336975,0.17117515206336975,0,360,320,540,0,0.0146484375,0,0,0
frame_000007.jpg,Referans_Nesne_02.JPG,edge,0.3355962932109833,0.13289760053157806,0.26684999465942383,0.26684999465942383,0,180,320,360,35,0.0341796875,1024,1024,0
frame_000007.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23278458416461945,0.004348546266555786,,,,,,,0,0.0341796875,0,0,0
frame_000007.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000007.jpg,Referans_Nesne_05.jpg,zoom_crop,0.17714440822601318,0.010474920272827148,,,,,,,0,0.0341796875,0,0,0
frame_000007.jpg,Referans_Nesne_06.jpg,rot_m15,0.2636686861515045,0.0030104517936706543,,,,,,,0,0.0341796875,0,0,0
frame_000008.jpg,Referans_Nesne_01.JPG,edge,0.2859632074832916,0.09771008789539337,0.1839856654405594,0.1839856654405594,0,360,320,540,0,0.0341796875,0,0,0
frame_000008.jpg,Referans_Nesne_02.JPG,edge,0.31360524892807007,0.12134262919425964,0.25414901971817017,0.25414901971817017,0,180,320,360,22,0.021484375,1024,1024,0
frame_000008.jpg,Referans_Nesne_03.JPG,edge,0.2360749989748001,0.02234312891960144,0.16355055570602417,0.16355055570602417,640,360,960,540,0,0.021484375,0,0,0
frame_000008.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000008.jpg,Referans_Nesne_05.jpg,zoom_crop,0.17624695599079132,0.012779578566551208,,,,,,,0,0.021484375,0,0,0
frame_000008.jpg,Referans_Nesne_06.jpg,rot_p15,0.3063427209854126,0.0006500780582427979,,,,,,,0,0.021484375,0,0,0
frame_000009.jpg,Referans_Nesne_01.JPG,edge,0.3042302429676056,0.09969860315322876,0.16671323776245117,0.16671323776245117,0,360,320,540,0,0.021484375,0,0,0
frame_000009.jpg,Referans_Nesne_02.JPG,edge,0.31641101837158203,0.0963851660490036,0.2467951774597168,0.2467951774597168,0,180,320,360,27,0.0263671875,1024,1024,0
frame_000009.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23770786821842194,0.010697722434997559,,,,,,,0,0.0263671875,0,0,0
frame_000009.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000009.jpg,Referans_Nesne_05.jpg,zoom_crop,0.1896398812532425,0.009283706545829773,,,,,,,0,0.0263671875,0,0,0
frame_000009.jpg,Referans_Nesne_06.jpg,rot_p15,0.298799067735672,0.00044858455657958984,,,,,,,0,0.0263671875,0,0,0
frame_000010.jpg,Referans_Nesne_01.JPG,edge,0.25734859704971313,0.07884252071380615,0.16586145758628845,0.16586145758628845,0,360,320,540,0,0.0263671875,0,0,0
frame_000010.jpg,Referans_Nesne_02.JPG,edge,0.32108649611473083,0.12139755487442017,0.26136836409568787,0.26136836409568787,0,180,320,360,16,0.015625,1024,1024,0
frame_000010.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23396874964237213,0.014660671353340149,,,,,,,0,0.015625,0,0,0
frame_000010.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000010.jpg,Referans_Nesne_05.jpg,zoom_crop,0.1922127604484558,0.010618552565574646,,,,,,,0,0.015625,0,0,0
frame_000010.jpg,Referans_Nesne_06.jpg,rot_m15,0.31291520595550537,0.005399912595748901,,,,,,,0,0.015625,0,0,0
frame_000011.jpg,Referans_Nesne_01.JPG,edge,0.27386510372161865,0.0763801783323288,0.15776914358139038,0.15776914358139038,0,360,320,540,0,0.015625,0,0,0
frame_000011.jpg,Referans_Nesne_02.JPG,edge,0.320371150970459,0.08938388526439667,0.25855618715286255,0.25855618715286255,0,180,320,360,26,0.025390625,1024,1024,0
frame_000011.jpg,Referans_Nesne_03.JPG,zoom_crop,0.23436836898326874,0.011119872331619263,,,,,,,0,0.025390625,0,0,0
frame_000011.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000011.jpg,Referans_Nesne_05.jpg,zoom_crop,0.20937129855155945,0.015183568000793457,,,,,,,0,0.025390625,0,0,0
frame_000011.jpg,Referans_Nesne_06.jpg,rot_m15,0.3234817683696747,0.010097593069076538,,,,,,,0,0.025390625,0,0,0
frame_000012.jpg,Referans_Nesne_01.JPG,edge,0.22308532893657684,0.05876752734184265,0.16135388612747192,0.16135388612747192,0,360,320,540,0,0.025390625,0,0,0
frame_000012.jpg,Referans_Nesne_02.JPG,edge,0.31877240538597107,0.09172739088535309,0.33845460414886475,0.33845460414886475,320,180,640,360,28,0.02734375,1024,1024,0
frame_000012.jpg,Referans_Nesne_03.JPG,zoom_crop,0.27444225549697876,0.013977378606796265,,,,,,,0,0.02734375,0,0,0
frame_000012.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
frame_000012.jpg,Referans_Nesne_05.jpg,zoom_crop,0.20949891209602356,0.008437305688858032,,,,,,,0,0.02734375,0,0,0
frame_000012.jpg,Referans_Nesne_06.jpg,rot_m15,0.3278496563434601,0.010509461164474487,,,,,,,0,0.02734375,0,0,0
frame_000013.jpg,Referans_Nesne_01.JPG,edge,0.24504178762435913,0.061402156949043274,0.1680172234773636,0.1680172234773636,0,360,320,540,0,0.02734375,0,0,0
frame_000013.jpg,Referans_Nesne_02.JPG,edge,0.3263779580593109,0.1016072928905487,0.28258562088012695,0.28258562088012695,320,180,640,360,17,0.0166015625,1024,1024,0
frame_000013.jpg,Referans_Nesne_03.JPG,zoom_crop,0.24846583604812622,0.015274062752723694,,,,,,,0,0.0166015625,0,0,0
frame_000013.jpg,Referans_Nesne_04.JPG,,,,,,,,,,,,,0
