frame_name,reference_name,coarse_score,fine_score,left,top,right,bottom,detected
frame_000000.jpg,Referans_Nesne_01.JPG,0.1560482531785965,0.16386468708515167,320,180,640,360,1
frame_000000.jpg,Referans_Nesne_02.JPG,0.18119388818740845,0.28476136922836304,320,180,640,360,1
frame_000000.jpg,Referans_Nesne_03.JPG,0.171858012676239,0.245325967669487,320,180,640,360,1
frame_000000.jpg,Referans_Nesne_04.JPG,0.30110180377960205,0.2961915135383606,0,360,320,540,1
frame_000000.jpg,Referans_Nesne_05.jpg,0.21395036578178406,0.16899263858795166,0,0,320,180,1
frame_000000.jpg,Referans_Nesne_06.jpg,0.21667994558811188,0.24680840969085693,0,360,320,540,1
frame_000001.jpg,Referans_Nesne_01.JPG,0.15230171382427216,0.17073285579681396,320,180,640,360,1
frame_000001.jpg,Referans_Nesne_02.JPG,0.18475358188152313,0.28770148754119873,320,180,640,360,1
frame_000001.jpg,Referans_Nesne_03.JPG,0.17528609931468964,0.16449296474456787,0,0,320,180,1
frame_000001.jpg,Referans_Nesne_04.JPG,0.3009503185749054,0.29362547397613525,0,360,320,540,1
frame_000001.jpg,Referans_Nesne_05.jpg,0.21883246302604675,0.1737193912267685,0,0,320,180,1
frame_000001.jpg,Referans_Nesne_06.jpg,0.22688591480255127,0.25502249598503113,0,360,320,540,1
frame_000002.jpg,Referans_Nesne_01.JPG,0.15170714259147644,0.16393649578094482,320,180,640,360,1
frame_000002.jpg,Referans_Nesne_02.JPG,0.1866031140089035,0.30711039900779724,320,180,640,360,1
frame_000002.jpg,Referans_Nesne_03.JPG,0.17513224482536316,0.1395607590675354,0,180,320,360,0
frame_000002.jpg,Referans_Nesne_04.JPG,0.30123013257980347,0.3029523491859436,0,360,320,540,1
frame_000002.jpg,Referans_Nesne_05.jpg,0.19569821655750275,0.16265970468521118,0,0,320,180,1
frame_000002.jpg,Referans_Nesne_06.jpg,0.22425346076488495,0.2532559931278229,0,360,320,540,1
frame_000003.jpg,Referans_Nesne_01.JPG,0.14671756327152252,0.1524306833744049,320,180,640,360,0
frame_000003.jpg,Referans_Nesne_02.JPG,0.17862331867218018,0.2815490663051605,320,180,640,360,1
frame_000003.jpg,Referans_Nesne_03.JPG,0.16740866005420685,0.14179864525794983,0,180,320,360,0
frame_000003.jpg,Referans_Nesne_04.JPG,0.31494495272636414,0.3167336881160736,0,360,320,540,1
frame_000003.jpg,Referans_Nesne_05.jpg,0.19810527563095093,0.15687796473503113,0,0,320,180,0
frame_000003.jpg,Referans_Nesne_06.jpg,0.20689953863620758,0.2648167014122009,0,360,320,540,1
frame_000004.jpg,Referans_Nesne_01.JPG,0.15701209008693695,0.15250030159950256,320,180,640,360,0
frame_000004.jpg,Referans_Nesne_02.JPG,0.18726201355457306,0.3106333613395691,320,180,640,360,1
frame_000004.jpg,Referans_Nesne_03.JPG,0.17803768813610077,0.2470809817314148,320,180,640,360,1
frame_000004.jpg,Referans_Nesne_04.JPG,0.2997482120990753,0.2583366632461548,0,360,320,540,1
frame_000004.jpg,Referans_Nesne_05.jpg,0.19976939260959625,0.16435246169567108,0,0,320,180,1
frame_000004.jpg,Referans_Nesne_06.jpg,0.22532175481319427,0.1645548939704895,320,360,640,540,1
frame_000005.jpg,Referans_Nesne_01.JPG,0.1483747512102127,0.1585836112499237,320,180,640,360,0
frame_000005.jpg,Referans_Nesne_02.JPG,0.1870080828666687,0.25510454177856445,320,180,640,360,1
frame_000005.jpg,Referans_Nesne_03.JPG,0.18182611465454102,0.2129080891609192,320,180,640,360,1
frame_000005.jpg,Referans_Nesne_04.JPG,0.30818501114845276,0.24042578041553497,0,360,320,540,1
frame_000005.jpg,Referans_Nesne_05.jpg,0.18779940903186798,0.2426820546388626,320,180,640,360,1
frame_000005.jpg,Referans_Nesne_06.jpg,0.2233963906764984,0.28002068400382996,320,180,640,360,1
frame_000006.jpg,Referans_Nesne_01.JPG,0.15837697684764862,0.1642354428768158,320,180,640,360,1
frame_000006.jpg,Referans_Nesne_02.JPG,0.20316974818706512,0.2569350004196167,320,180,640,360,1
frame_000006.jpg,Referans_Nesne_03.JPG,0.18700745701789856,0.22311148047447205,320,180,640,360,1
frame_000006.jpg,Referans_Nesne_04.JPG,0.32794708013534546,0.25227585434913635,0,360,320,540,1
frame_000006.jpg,Referans_Nesne_05.jpg,0.192917138338089,0.14538899064064026,0,0,320,180,0
frame_000006.jpg,Referans_Nesne_06.jpg,0.2251356691122055,0.2715737223625183,320,180,640,360,1
frame_000007.jpg,Referans_Nesne_01.JPG,0.1562158167362213,0.10802873969078064,0,360,320,540,0
frame_000007.jpg,Referans_Nesne_02.JPG,0.18938113749027252,0.2839169502258301,320,180,640,360,1
frame_000007.jpg,Referans_Nesne_03.JPG,0.1682681292295456,0.23502612113952637,320,180,640,360,1
frame_000007.jpg,Referans_Nesne_04.JPG,0.310701847076416,0.2476937472820282,0,360,320,540,1
frame_000007.jpg,Referans_Nesne_05.jpg,0.16578318178653717,0.1144605427980423,0,0,320,180,0
frame_000007.jpg,Referans_Nesne_06.jpg,0.20836025476455688,0.15673482418060303,0,0,320,180,0
frame_000008.jpg,Referans_Nesne_01.JPG,0.17107178270816803,0.12030766904354095,0,360,320,540,0
frame_000008.jpg,Referans_Nesne_02.JPG,0.17125549912452698,0.1509530246257782,640,360,960,540,0
frame_000008.jpg,Referans_Nesne_03.JPG,0.1788264662027359,0.13322371244430542,0,180,320,360,0
frame_000008.jpg,Referans_Nesne_04.JPG,0.3309617042541504,0.27670493721961975,0,360,320,540,1
frame_000008.jpg,Referans_Nesne_05.jpg,0.16279011964797974,0.13833746314048767,0,0,320,180,0
frame_000008.jpg,Referans_Nesne_06.jpg,0.23849286139011383,0.14829587936401367,320,360,640,540,0
