frame_name,reference_name,best_variant,coarse_score,coarse_margin,fine_score,fine_margin,left,top,right,bottom,orb_good_matches,ref_keypoints,cand_keypoints,detected
frame_000000.jpg,Referans_Nesne_01.JPG,gray,0.17923368513584137,0.016633257269859314,0.17209318280220032,0.17209318280220032,320,180,640,360,2,500,413,0
frame_000000.jpg,Referans_Nesne_02.JPG,zoom_in,0.20010513067245483,0.011533483862876892,0.18375389277935028,0.18375389277935028,0,0,320,180,0,500,360,0
frame_000000.jpg,Referans_Nesne_03.JPG,zoom_in,0.26907843351364136,0.0783531665802002,0.3396543264389038,0.3396543264389038,320,180,640,360,4,500,413,0
frame_000000.jpg,Referans_Nesne_04.JPG,blur_light,0.30745843052864075,0.0015492737293243408,,,,,,,0,0,0,0
frame_000000.jpg,Referans_Nesne_05.jpg,contrast_up,0.21537820994853973,0.0014279037714004517,,,,,,,0,0,0,0
frame_000000.jpg,Referans_Nesne_06.jpg,center_crop,0.25313830375671387,0.01182033121585846,0.2617371380329132,0.2617371380329132,0,360,320,540,1,500,372,0
frame_000001.jpg,Referans_Nesne_01.JPG,gray,0.17499463260173798,0.01608075201511383,0.17677228152751923,0.17677228152751923,320,180,640,360,1,500,410,0
frame_000001.jpg,Referans_Nesne_02.JPG,zoom_in,0.19742190837860107,0.002407357096672058,,,,,,,0,0,0,0
frame_000001.jpg,Referans_Nesne_03.JPG,zoom_in,0.2657749652862549,0.06462498009204865,0.33833053708076477,0.33833053708076477,320,180,640,360,3,500,410,0
frame_000001.jpg,Referans_Nesne_04.JPG,contrast_up,0.30629873275756836,0.0015494823455810547,,,,,,,0,0,0,0
frame_000001.jpg,Referans_Nesne_05.jpg,contrast_up,0.22094102203845978,0.002108648419380188,,,,,,,0,0,0,0
frame_000001.jpg,Referans_Nesne_06.jpg,center_crop,0.26209771633148193,0.010466277599334717,0.2706756889820099,0.2706756889820099,0,360,320,540,2,500,374,0
frame_000002.jpg,Referans_Nesne_01.JPG,gray,0.17240166664123535,0.013815134763717651,0.16999270021915436,0.16999270021915436,320,180,640,360,3,500,408,0
frame_000002.jpg,Referans_Nesne_02.JPG,gray,0.1968354433774948,0.008600741624832153,,,,,,,0,0,0,0
frame_000002.jpg,Referans_Nesne_03.JPG,zoom_in,0.2631132900714874,0.07488028705120087,0.34272444248199463,0.34272444248199463,320,180,640,360,3,500,408,0
frame_000002.jpg,Referans_Nesne_04.JPG,contrast_up,0.307499498128891,0.004771023988723755,,,,,,,0,0,0,0
frame_000002.jpg,Referans_Nesne_05.jpg,contrast_up,0.198030486702919,0.0023322999477386475,,,,,,,0,0,0,0
frame_000002.jpg,Referans_Nesne_06.jpg,center_crop,0.25996842980384827,0.009648919105529785,,,,,,,0,0,0,0
frame_000003.jpg,Referans_Nesne_01.JPG,gray,0.16883592307567596,0.01606929302215576,0.17510974407196045,0.17510974407196045,0,360,320,540,6,500,378,0
frame_000003.jpg,Referans_Nesne_02.JPG,zoom_in,0.19030402600765228,0.0004960447549819946,,,,,,,0,0,0,0
frame_000003.jpg,Referans_Nesne_03.JPG,zoom_in,0.25427159667015076,0.06864650547504425,0.3197905421257019,0.3197905421257019,320,180,640,360,1,500,411,0
frame_000003.jpg,Referans_Nesne_04.JPG,contrast_up,0.321005642414093,0.004348069429397583,,,,,,,0,0,0,0
frame_000003.jpg,Referans_Nesne_05.jpg,contrast_up,0.20083938539028168,0.002734154462814331,,,,,,,0,0,0,0
frame_000003.jpg,Referans_Nesne_06.jpg,center_crop,0.24279552698135376,0.008699312806129456,,,,,,,0,0,0,0
frame_000004.jpg,Referans_Nesne_01.JPG,gray,0.17908824980258942,0.01610131561756134,0.1559959501028061,0.1559959501028061,320,180,640,360,0,0,0,0
frame_000004.jpg,Referans_Nesne_02.JPG,gray,0.2016044557094574,0.012867122888565063,0.3276968002319336,0.3276968002319336,320,180,640,360,0,500,411,0
frame_000004.jpg,Referans_Nesne_03.JPG,zoom_in,0.266757071018219,0.07492402195930481,0.33566439151763916,0.33566439151763916,320,180,640,360,4,500,411,0
frame_000004.jpg,Referans_Nesne_04.JPG,contrast_up,0.3061351180076599,0.0036431849002838135,,,,,,,0,0,0,0
frame_000004.jpg,Referans_Nesne_05.jpg,zoom_in,0.206136554479599,0.0027232468128204346,,,,,,,0,0,0,0
frame_000004.jpg,Referans_Nesne_06.jpg,center_crop,0.2512250542640686,0.011089876294136047,0.26939207315444946,0.26939207315444946,0,360,320,540,4,500,378,0
frame_000005.jpg,Referans_Nesne_01.JPG,gray,0.17348280549049377,0.0187835693359375,0.16842961311340332,0.16842961311340332,320,180,640,360,2,500,414,0
frame_000005.jpg,Referans_Nesne_02.JPG,gray,0.2047692984342575,0.008728787302970886,,,,,,,0,0,0,0
frame_000005.jpg,Referans_Nesne_03.JPG,zoom_in,0.27430179715156555,0.07629953324794769,0.30096524953842163,0.30096524953842163,320,180,640,360,3,500,414,0
frame_000005.jpg,Referans_Nesne_04.JPG,contrast_up,0.3133578896522522,0.003181755542755127,,,,,,,0,0,0,0
frame_000005.jpg,Referans_Nesne_05.jpg,zoom_in,0.1991693377494812,0.011370167136192322,0.2544825077056885,0.2544825077056885,320,180,640,360,2,500,414,0
frame_000005.jpg,Referans_Nesne_06.jpg,center_crop,0.2431376576423645,0.001295134425163269,,,,,,,0,0,0,0
frame_000006.jpg,Referans_Nesne_01.JPG,gray,0.18079130351543427,0.015400618314743042,0.1733478456735611,0.1733478456735611,320,180,640,360,0,500,413,0
frame_000006.jpg,Referans_Nesne_02.JPG,gray,0.21403184533119202,0.010170817375183105,0.2798076272010803,0.2798076272010803,320,180,640,360,2,500,413,0
frame_000006.jpg,Referans_Nesne_03.JPG,zoom_in,0.2821771204471588,0.0782318115234375,0.31180059909820557,0.31180059909820557,320,180,640,360,2,500,413,0
frame_000006.jpg,Referans_Nesne_04.JPG,contrast_up,0.332686185836792,0.0035110414028167725,,,,,,,0,0,0,0
frame_000006.jpg,Referans_Nesne_05.jpg,contrast_up,0.1952814906835556,0.0018031895160675049,,,,,,,0,0,0,0
frame_000006.jpg,Referans_Nesne_06.jpg,center_crop,0.24769490957260132,0.009702816605567932,,,,,,,0,0,0,0
frame_000007.jpg,Referans_Nesne_01.JPG,gray,0.17728115618228912,0.016393646597862244,0.13662776350975037,0.13662776350975037,0,360,320,540,0,0,0,0
frame_000007.jpg,Referans_Nesne_02.JPG,gray,0.2026986926794052,0.01246553659439087,0.302531361579895,0.302531361579895,320,180,640,360,1,500,414,0
frame_000007.jpg,Referans_Nesne_03.JPG,zoom_in,0.2586948573589325,0.0749201774597168,0.31697726249694824,0.31697726249694824,320,180,640,360,1,500,414,0
frame_000007.jpg,Referans_Nesne_04.JPG,contrast_up,0.3159431517124176,0.0012922286987304688,,,,,,,0,0,0,0
frame_000007.jpg,Referans_Nesne_05.jpg,zoom_in,0.18314538896083832,0.016419127583503723,0.2877557873725891,0.2877557873725891,320,180,640,360,2,500,414,0
frame_000007.jpg,Referans_Nesne_06.jpg,center_crop,0.24729429185390472,0.012651726603507996,0.2979787290096283,0.2979787290096283,0,360,320,540,3,500,374,0
frame_000008.jpg,Referans_Nesne_01.JPG,gray,0.18825311958789825,0.013422414660453796,0.15579551458358765,0.15579551458358765,0,360,320,540,0,0,0,0
frame_000008.jpg,Referans_Nesne_02.JPG,gray,0.19226261973381042,0.002821624279022217,,,,,,,0,0,0,0
frame_000008.jpg,Referans_Nesne_03.JPG,zoom_in,0.23314137756824493,0.040835604071617126,0.2937892973423004,0.2937892973423004,320,180,640,360,4,500,413,0
frame_000008.jpg,Referans_Nesne_04.JPG,contrast_up,0.33797407150268555,0.0052845776081085205,,,,,,,0,0,0,0
frame_000008.jpg,Referans_Nesne_05.jpg,zoom_in,0.1825181096792221,0.018450453877449036,0.20643797516822815,0.20643797516822815,640,360,960,540,6,500,240,0
