frame_name,reference_name,state,top_left_x,top_left_y,bottom_right_x,bottom_right_y,coarse_score,fine_score,orb_good_matches,detected
frame_000000.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000000.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000000.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000000.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000000.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000000.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000001.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000001.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000001.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000001.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000001.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000001.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000002.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000002.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000002.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000002.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000002.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000002.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000003.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000003.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000003.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000003.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000003.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000003.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000004.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000004.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000004.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000004.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000004.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000004.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000005.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000005.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000005.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000005.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000005.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000005.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000006.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000006.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000006.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000006.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000006.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000006.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000007.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000007.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000007.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000007.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000007.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000007.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000008.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000008.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000008.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000008.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000008.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000008.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000009.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000009.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000009.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000009.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000009.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000009.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000010.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000010.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000010.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000010.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000010.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000010.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000011.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000011.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000011.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000011.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000011.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000011.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000012.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000012.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000012.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000012.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000012.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000012.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000013.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000013.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000013.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000013.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000013.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000013.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000014.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000014.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000014.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000014.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000014.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000014.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000015.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000015.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000015.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000015.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000015.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000015.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000016.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000016.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000016.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000016.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000016.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000016.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000017.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000017.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000017.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000017.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000017.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000017.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000018.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000018.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000018.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000018.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000018.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000018.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000019.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000019.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000019.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000019.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
frame_000019.jpg,Referans_Nesne_05.jpg,SEARCHING,,,,,,,,0
frame_000019.jpg,Referans_Nesne_06.jpg,SEARCHING,,,,,,,,0
frame_000020.jpg,Referans_Nesne_01.JPG,SEARCHING,,,,,,,,0
frame_000020.jpg,Referans_Nesne_02.JPG,SEARCHING,,,,,,,,0
frame_000020.jpg,Referans_Nesne_03.JPG,SEARCHING,,,,,,,,0
frame_000020.jpg,Referans_Nesne_04.JPG,SKIPPED,,,,,,,,0
